,id,hostPort,isActive,rddBlocks,memoryUsed,diskUsed,totalCores,maxTasks,activeTasks,failedTasks,completedTasks,totalTasks,totalDuration,totalGCTime,totalInputBytes,totalShuffleRead,totalShuffleWrite,isBlacklisted,maxMemory,addTime,executorLogs,memoryMetrics,blacklistedInStages,app_id
253,1,tribarco7cm.gc18bd.tributos.local:38156,True,0,0,0,1,1,0,0,17,17,5735,139,208,0,0,False,384093388,2021-12-16T20:00:52.298GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1178_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1178_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
254,driver,tribarco7cm.gc18bd.tributos.local:36751,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:57:52.736GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1177_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1177_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
255,1,tribarco7cm.gc18bd.tributos.local:36757,True,0,0,0,1,1,0,0,17,17,5447,231,208,0,0,False,384093388,2021-12-16T19:57:59.877GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1177_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1177_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
256,driver,tribarco7cm.gc18bd.tributos.local:36040,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:54:59.774GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1176_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1176_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
257,1,tribarco7cm.gc18bd.tributos.local:42312,True,0,0,0,1,1,0,0,17,17,5844,155,208,0,0,False,384093388,2021-12-16T19:55:06.431GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1176_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1176_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
258,driver,tribarco7cm.gc18bd.tributos.local:38614,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:52:52.066GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1175_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1175_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
259,2,tribarco7cm.gc18bd.tributos.local:43848,True,0,0,0,1,1,0,0,19,19,15723,543,41232,3287,10167,False,384093388,2021-12-16T19:53:22.113GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1175_01_000004/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1175_01_000004/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
260,1,tribarco7cm.gc18bd.tributos.local:42274,True,0,0,0,1,1,0,0,22,22,16244,616,38384,16745,9865,False,384093388,2021-12-16T19:52:59.740GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1175_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1175_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
261,driver,tribarco7n03.gc18bd.tributos.local:34054,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:52:03.182GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1174_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1174_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
262,2,tribarco7n03.gc18bd.tributos.local:35099,True,0,0,0,1,1,0,0,153,153,45612,1036,99304,19702653,13460723,False,384093388,2021-12-16T19:52:19.993GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1174_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1174_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
263,1,tribarco7n03.gc18bd.tributos.local:35228,True,0,0,0,1,1,0,0,162,162,47868,755,85448,8312578,14555597,False,384093388,2021-12-16T19:52:07.404GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1174_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1174_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
264,driver,tribarco7cm.gc18bd.tributos.local:38299,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:52:05.904GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1173_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1173_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
265,1,tribarco7cm.gc18bd.tributos.local:33733,True,0,0,0,1,1,0,0,17,17,5763,154,208,0,0,False,384093388,2021-12-16T19:52:13.074GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1173_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1173_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
266,driver,tribarco7n03.gc18bd.tributos.local:37194,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:50:29.139GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1172_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1172_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
267,2,tribarco7cm.gc18bd.tributos.local:40331,True,0,0,0,1,1,0,0,72,72,38468,1508,26832,53005691,36338423,False,384093388,2021-12-16T19:50:53.165GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1172_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1172_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
268,1,tribarco7cm.gc18bd.tributos.local:41999,True,0,0,0,1,1,0,0,88,88,36922,1245,64872,12307630,34754599,False,384093388,2021-12-16T19:50:39.956GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1172_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1172_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
269,driver,tribarco7cm.gc18bd.tributos.local:45992,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:49:08.425GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1171_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1171_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
270,2,tribarco7n03.gc18bd.tributos.local:43001,True,0,0,0,1,1,0,0,233,233,23337,539,1616,56,725,False,384093388,2021-12-16T19:49:33.235GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1171_01_000004/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1171_01_000004/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
271,1,tribarco7n03.gc18bd.tributos.local:37699,True,0,0,0,1,1,0,0,230,230,24355,784,1632,725,56,False,384093388,2021-12-16T19:49:17.073GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1171_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1171_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
272,driver,tribarco7cm.gc18bd.tributos.local:40554,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:48:43.613GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1170_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1170_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
273,2,tribarco7n03.gc18bd.tributos.local:43592,True,0,0,0,1,1,0,0,23,23,16102,600,8816,8293,6859,False,384093388,2021-12-16T19:49:34.293GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1170_01_000005/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1170_01_000005/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
274,1,tribarco7n03.gc18bd.tributos.local:44804,True,0,0,0,1,1,0,0,21,21,20120,600,51944,1205,2639,False,384093388,2021-12-16T19:48:52.502GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1170_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1170_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
275,driver,tribarco7n03.gc18bd.tributos.local:40503,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:47:51.214GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1169_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1169_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
276,2,tribarco7cm.gc18bd.tributos.local:34006,True,0,0,0,1,1,0,0,27,27,21108,727,0,581000,1450828,False,384093388,2021-12-16T19:48:15.755GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1169_01_000004/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1169_01_000004/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
277,1,tribarco7n03.gc18bd.tributos.local:40328,True,0,0,0,1,1,0,0,85,85,24126,494,13400,5146052,4276833,False,384093388,2021-12-16T19:47:55.784GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1169_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1169_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
278,driver,tribarco7n03.gc18bd.tributos.local:35765,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:47:18.441GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1168_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1168_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
279,1,tribarco7n03.gc18bd.tributos.local:43301,True,0,0,0,1,1,0,0,17,17,4568,241,208,0,0,False,384093388,2021-12-16T19:47:23.399GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1168_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1168_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
280,driver,tribarco7cm.gc18bd.tributos.local:40397,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,956615884,2021-12-17T12:09:22.283GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 956615884, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
281,3,tribarco7cm.gc18bd.tributos.local:43508,True,0,0,0,2,2,0,0,141,141,21757,734,0,1210170,808945,False,2101975449,2021-12-17T12:09:31.286GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000005/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000005/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
282,2,tribarco7n03.gc18bd.tributos.local:42441,True,0,0,0,2,2,0,0,81,81,20817,750,0,436282,786169,False,2101975449,2021-12-17T12:09:32.215GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
283,1,tribarco7n03.gc18bd.tributos.local:34991,True,0,0,0,2,2,0,0,89,89,20800,704,0,743902,795240,False,2101975449,2021-12-17T12:09:32.537GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
284,driver,tribarco7cm.gc18bd.tributos.local:40397,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,956615884,2021-12-17T12:09:22.283GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 956615884, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
285,3,tribarco7cm.gc18bd.tributos.local:43508,True,0,0,0,2,2,0,0,141,141,21757,734,0,1210170,808945,False,2101975449,2021-12-17T12:09:31.286GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000005/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000005/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
286,2,tribarco7n03.gc18bd.tributos.local:42441,True,0,0,0,2,2,0,0,81,81,20817,750,0,436282,786169,False,2101975449,2021-12-17T12:09:32.215GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
287,1,tribarco7n03.gc18bd.tributos.local:34991,True,0,0,0,2,2,0,0,89,89,20800,704,0,743902,795240,False,2101975449,2021-12-17T12:09:32.537GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1202_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
288,driver,tribarco7cm.gc18bd.tributos.local:33290,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2101975449,2021-12-17T12:08:07.654GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1201_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1201_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
289,3,tribarco7n03.gc18bd.tributos.local:36233,True,0,0,0,2,2,0,0,87,87,11948,220,0,247,83,False,3247335014,2021-12-17T12:08:16.025GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1201_01_000004/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1201_01_000004/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 3247335014, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
290,2,tribarco7n03.gc18bd.tributos.local:39465,True,0,0,0,2,2,0,0,72,72,10402,200,0,0,83,False,3247335014,2021-12-17T12:08:15.925GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1201_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1201_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 3247335014, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
291,1,tribarco7cm.gc18bd.tributos.local:42572,True,0,0,0,2,2,0,0,56,56,12298,289,0,0,81,False,3247335014,2021-12-17T12:08:14.261GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1201_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1201_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 3247335014, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
292,driver,tribarco7cm.gc18bd.tributos.local:34849,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2101975449,2021-12-17T12:06:03.136GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1200_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1200_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
293,3,tribarco7n03.gc18bd.tributos.local:38126,True,0,0,0,2,2,0,0,359,359,34362,297,0,17908,14746,False,3247335014,2021-12-17T12:06:12.116GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1200_01_000004/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1200_01_000004/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 3247335014, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
294,2,tribarco7n03.gc18bd.tributos.local:36597,True,0,0,0,2,2,0,0,346,346,32653,308,0,16129,14466,False,3247335014,2021-12-17T12:06:12.053GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1200_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1200_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 3247335014, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
